,date,schedule_id,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_TIME,ARRIVAL_TIME
6392,2023-01-1,499,EWR,PVD,13:16,14:01
6393,2023-01-1,500,GPT,ATL,13:11,15:20
6394,2023-01-1,501,LEX,ATL,13:10,14:44
6395,2023-01-1,502,ORD,CMH,13:12,15:20
6417,2023-01-1,503,JAX,EWR,13:15,15:29
6419,2023-01-1,504,CMH,DEN,13:19,15:29
6427,2023-01-1,505,ORD,TVC,13:19,15:20
6428,2023-01-1,506,TUL,IAH,13:13,15:06
6429,2023-01-1,507,MFE,IAH,13:20,14:23
6430,2023-01-1,508,XNA,IAH,15:03,17:12
6431,2023-01-1,509,MOB,ORD,13:11,15:29
6439,2023-01-1,510,MLI,ORD,13:16,14:16
6486,2023-01-1,511,DFW,TYS,13:17,16:15
6487,2023-01-1,512,EWR,AVL,13:16,15:09
6488,2023-01-1,513,ORD,SAV,13:49,16:44
6489,2023-01-1,514,IAH,DTW,13:17,16:42
6490,2023-01-1,515,ORD,PVD,13:14,16:11
6491,2023-01-1,516,ORD,CWA,13:16,14:25
6503,2023-01-1,517,ATL,MLU,13:19,13:51
6504,2023-01-1,518,GRB,ORD,15:10,16:05
6561,2023-01-1,519,IAD,ATL,13:22,15:14
6573,2023-01-1,520,IAH,MFE,13:24,14:39
6574,2023-01-1,521,IAH,CAE,13:37,16:44
6575,2023-01-1,522,GTR,ATL,13:22,15:30
6583,2023-01-1,523,ATL,OAJ,13:21,14:32
6636,2023-01-1,524,CLE,BOS,13:22,14:49
6637,2023-01-1,525,SGF,ATL,13:31,16:06
6652,2023-01-1,526,IAH,MOB,13:40,14:52
6653,2023-01-1,527,DAY,EWR,13:21,15:01
6657,2023-01-1,528,EWR,CVG,13:29,15:39
6672,2023-01-1,529,SAV,EWR,13:31,15:45
6673,2023-01-1,530,ORD,HPN,14:10,16:59
6710,2023-01-1,531,DFW,LCH,13:32,14:46
6731,2023-01-1,532,TRI,ATL,13:33,14:31
6732,2023-01-1,533,CLE,ORD,13:33,13:51
6737,2023-01-1,534,ATL,MGM,13:33,13:15
6738,2023-01-1,535,ATL,ABY,13:32,14:12
6739,2023-01-1,536,ATL,PHF,13:37,15:10
6783,2023-01-1,537,LIT,DFW,13:34,14:56
6784,2023-01-1,538,IAH,JAX,13:40,16:34
6785,2023-01-1,539,ATL,DFW,13:38,15:10
6802,2023-01-1,540,RDU,EWR,13:42,15:18
6803,2023-01-1,541,IAH,JAN,13:45,14:57
6804,2023-01-1,542,DEN,MSP,13:43,16:44
6811,2023-01-1,543,EWR,IND,13:41,16:09
6870,2023-01-1,544,IAH,GPT,13:43,14:55
6871,2023-01-1,545,ATL,SHV,13:51,14:37
6888,2023-01-1,546,LAN,DTW,13:32,14:10
6894,2023-01-1,547,MSN,ORD,14:00,14:44
6901,2023-01-1,548,ORD,HSV,13:39,15:09
6953,2023-01-1,549,ORF,ORD,13:45,15:21
6954,2023-01-1,550,EWR,BNA,13:45,15:24
6955,2023-01-1,551,ATL,DHN,13:49,13:40
6956,2023-01-1,552,LGA,SAV,13:45,16:00
6982,2023-01-1,553,MCI,DTW,13:43,16:13
6985,2023-01-1,554,SHV,IAH,14:14,15:15
7035,2023-01-1,555,MCI,IAH,13:50,16:20
7036,2023-01-1,556,RAP,ORD,13:52,16:55
7037,2023-01-1,557,EWR,XNA,13:55,16:45
7038,2023-01-1,558,DEN,ISN,15:13,17:56
7045,2023-01-1,559,SAV,ATL,14:43,15:36
7060,2023-01-1,560,SDF,IAD,13:53,15:18
7066,2023-01-1,561,GSP,IAH,13:51,15:40
7067,2023-01-1,562,ORD,BTV,13:57,16:44
7068,2023-01-1,563,MGM,ATL,13:52,15:40
7080,2023-01-1,564,ORD,MCI,13:54,15:26
7141,2023-01-1,565,ORD,ELM,13:51,16:20
7142,2023-01-1,566,CAE,ATL,15:18,16:11
7143,2023-01-1,567,ILM,ATL,13:51,15:13
7144,2023-01-1,568,ATL,BTR,13:56,14:30
7162,2023-01-1,569,IAH,SHV,13:58,14:47
7163,2023-01-1,570,LBB,DEN,16:32,17:08
7167,2023-01-1,571,HSV,ORD,14:14,15:53
7170,2023-01-1,572,IAH,MLU,14:02,15:01
7171,2023-01-1,573,ATL,TRI,13:57,14:55
7173,2023-01-1,574,IAH,CMH,14:03,17:17
7214,2023-01-1,575,DFW,LFT,14:22,15:43
7215,2023-01-1,576,SDF,ATL,13:55,15:15
7221,2023-01-1,577,ROC,LGA,17:50,18:47
7224,2023-01-1,578,CHS,IAH,14:12,15:58
7229,2023-01-1,579,CLT,EWR,14:04,15:49
7230,2023-01-1,580,LFT,IAH,14:09,15:17
7232,2023-01-1,581,CLL,IAH,14:01,14:50
7233,2023-01-1,582,GSO,ATL,14:01,15:19
7279,2023-01-1,583,CRP,DFW,14:17,15:31
7280,2023-01-1,584,LCH,IAH,14:02,15:06
7294,2023-01-1,585,EWR,MEM,14:05,16:42
7295,2023-01-1,586,PVD,IAD,14:02,15:32
7299,2023-01-1,587,BTV,ORD,14:10,15:49
7300,2023-01-1,588,DHN,ATL,14:06,16:09
7349,2023-01-1,589,DFW,FSD,14:11,16:11
7350,2023-01-1,590,ATL,VLD,14:11,15:06
7363,2023-01-1,591,ATL,SGF,14:13,15:12
7365,2023-01-1,592,CVG,EWR,14:07,15:50
7367,2023-01-1,593,EWR,MSN,14:16,16:19
7372,2023-01-1,594,OMA,IAH,14:18,16:45
7373,2023-01-1,595,CMH,IAH,14:08,16:23
7418,2023-01-1,596,ORD,SDF,14:18,16:27
7434,2023-01-1,597,BTR,IAH,14:27,15:37
7438,2023-01-1,598,MKE,EWR,14:25,17:13
7439,2023-01-1,599,DEN,DIK,14:14,15:45
7442,2023-01-1,600,SAV,IAD,14:26,16:17
7449,2023-01-1,601,TYR,IAH,14:16,15:23
7489,2023-01-1,602,IND,IAD,14:21,15:45
7490,2023-01-1,603,BDL,IAD,14:18,15:40
7505,2023-01-1,604,SLC,DEN,14:18,15:54
7509,2023-01-1,605,RDU,IAH,14:27,16:50
7563,2023-01-1,606,IAH,CRP,14:29,15:31
7564,2023-01-1,607,IAH,AMA,14:30,16:20
7565,2023-01-1,608,IAH,MEM,14:30,15:56
7588,2023-01-1,609,SDF,IAH,14:26,15:59
7590,2023-01-1,610,HSV,ATL,14:27,16:15
7596,2023-01-1,611,DTW,EWR,14:40,16:17
7597,2023-01-1,612,IAH,TUS,14:28,16:06
7599,2023-01-1,613,DFW,IAH,14:26,15:30
7600,2023-01-1,614,IAH,ELP,14:30,15:30
7601,2023-01-1,615,IAH,LBB,15:00,16:42
7605,2023-01-1,616,TYS,IAD,14:25,15:53
7607,2023-01-1,617,IAH,GRK,15:12,16:03
7645,2023-01-1,618,SAV,IAH,14:31,16:20
7646,2023-01-1,619,DEN,MCI,15:00,17:25
7662,2023-01-1,620,JAN,ORD,14:35,16:30
7663,2023-01-1,621,DAY,IAD,14:30,15:40
7670,2023-01-1,622,ORD,SYR,14:36,17:00
7711,2023-01-1,623,DFW,MLU,15:38,16:41
7712,2023-01-1,624,MEI,PIB,14:47,15:25
7715,2023-01-1,625,CAE,IAD,15:21,16:42
7737,2023-01-1,626,EWR,MSP,14:34,16:46
7739,2023-01-1,627,EWR,CHS,14:55,16:53
7740,2023-01-1,628,PIT,IAD,14:37,15:28
7802,2023-01-1,629,IAH,JAN,14:43,15:55
7803,2023-01-1,630,IAH,ABQ,14:50,16:06
7804,2023-01-1,631,EWR,MSP,14:39,17:04
7805,2023-01-1,632,COS,IAH,14:43,18:37
7806,2023-01-1,633,ORD,CAE,14:55,17:47
7816,2023-01-1,634,IAH,LFT,14:43,15:27
7820,2023-01-1,635,GSO,IAD,14:35,15:47
7861,2023-01-1,636,FAR,ORD,14:44,16:23
7862,2023-01-1,637,ORD,AVP,14:43,17:15
7883,2023-01-1,638,XNA,ORD,15:10,17:12
7884,2023-01-1,639,DEN,MSN,16:17,19:08
7887,2023-01-1,640,VPS,IAH,14:50,16:52
7888,2023-01-1,641,CWA,ORD,14:51,15:44
7889,2023-01-1,642,DCA,EWR,14:48,15:48
7890,2023-01-1,643,PNS,IAH,14:42,16:39
7891,2023-01-1,644,MCI,EWR,14:52,18:15
7898,2023-01-1,645,ATL,PHF,14:56,16:30
7899,2023-01-1,646,ATL,FAY,14:51,15:58
7900,2023-01-1,647,ATL,JAN,14:51,15:04
7949,2023-01-1,648,TYS,DFW,14:53,16:24
7950,2023-01-1,649,ORD,SCE,15:19,17:34
7951,2023-01-1,650,CLE,MKE,14:43,15:04
7952,2023-01-1,651,ATL,TUL,14:48,15:51
7953,2023-01-1,652,ATL,MLI,14:50,15:40
7954,2023-01-1,653,ORD,MLI,14:48,15:37
7970,2023-01-1,654,BNA,IAH,14:43,17:19
7971,2023-01-1,655,PVD,EWR,14:45,15:52
7974,2023-01-1,656,IAH,DSM,14:54,16:56
7975,2023-01-1,657,ATL,CAE,14:52,15:43
7977,2023-01-1,658,TUL,IAH,14:50,16:50
7981,2023-01-1,659,CLT,IAH,14:58,17:12
7982,2023-01-1,660,TUS,IAH,14:57,18:20
7983,2023-01-1,661,LIT,IAH,14:54,16:44
7998,2023-01-1,662,SDF,ORD,14:56,15:21
7999,2023-01-1,663,ATL,GSO,14:57,16:01
8060,2023-01-1,664,CLT,LGA,14:51,16:31
8061,2023-01-1,665,SAV,LGA,14:59,17:10
8062,2023-01-1,666,ABY,ATL,14:53,15:40
8063,2023-01-1,667,CHA,ATL,14:55,15:31
8064,2023-01-1,668,BHM,ORD,14:56,16:57
8090,2023-01-1,669,BTR,ATL,15:04,17:22
8134,2023-01-1,670,ATL,CID,14:55,15:56
8154,2023-01-1,671,EWR,GSP,15:06,17:07
8191,2023-01-1,672,LCH,DFW,15:18,16:32
8192,2023-01-1,673,AGS,ATL,15:04,15:49
8193,2023-01-1,674,ATL,VPS,15:05,15:06
8209,2023-01-1,675,DEN,LBB,16:24,18:55
8213,2023-01-1,676,IAH,MFE,15:10,16:26
8218,2023-01-1,677,BNA,EWR,15:14,18:17
8220,2023-01-1,678,CVG,IAH,15:14,17:28
8227,2023-01-1,679,IND,ORD,15:04,15:08
8228,2023-01-1,680,ORD,SBN,15:47,17:17
8276,2023-01-1,681,EWR,MCI,15:17,17:59
8277,2023-01-1,682,OAJ,ATL,15:07,16:27
8290,2023-01-1,683,MFE,IAH,15:09,16:23
8291,2023-01-1,684,MEM,DEN,15:07,16:52
8294,2023-01-1,685,MGM,ATL,15:12,16:55
8295,2023-01-1,686,GNV,ATL,15:10,16:16
8344,2023-01-1,687,DFW,MHK,15:23,16:44
8345,2023-01-1,688,IAH,BRO,15:38,16:50
8346,2023-01-1,689,DTW,RIC,15:16,16:47
8347,2023-01-1,690,DTW,PVD,15:15,16:54
8361,2023-01-1,691,MOB,IAH,15:20,17:22
8363,2023-01-1,692,ATL,MDT,15:20,17:06
8373,2023-01-1,693,ATL,BQK,15:20,16:17
8379,2023-01-1,694,ORD,DSM,15:20,16:30
8424,2023-01-1,695,DTW,BTV,15:20,16:46
8425,2023-01-1,696,DTW,ABE,15:21,16:32
8426,2023-01-1,697,MSP,CLE,15:21,17:57
8438,2023-01-1,698,HPN,ATL,15:24,17:35
8441,2023-01-1,699,STL,EWR,15:27,18:37
8446,2023-01-1,700,JAN,IAH,15:27,17:04
8447,2023-01-1,701,GPT,IAH,15:21,17:03
8459,2023-01-1,702,SHV,IAH,15:22,16:29
8517,2023-01-1,703,DTW,OKC,15:35,17:20
8518,2023-01-1,704,TRI,ATL,15:21,16:17
8534,2023-01-1,705,BHM,DEN,15:50,18:09
8537,2023-01-1,706,OMA,ORD,15:24,17:02
8591,2023-01-1,707,IAH,HSV,15:39,17:23
8592,2023-01-1,708,IAH,IND,16:13,19:21
8593,2023-01-1,709,IAH,BTR,15:45,16:39
8594,2023-01-1,710,IAH,DAL,15:30,16:30
8595,2023-01-1,711,IAH,AEX,15:32,16:28
8600,2023-01-1,712,IAH,CMH,15:41,19:09
8612,2023-01-1,713,LAN,ORD,15:26,15:25
8613,2023-01-1,714,DTW,EVV,15:35,15:52
8617,2023-01-1,715,IAH,BNA,17:38,19:18
8618,2023-01-1,716,ATL,MOB,15:47,15:49
8620,2023-01-1,717,SGF,ATL,15:39,18:24
8621,2023-01-1,718,XNA,ATL,15:30,18:35
8626,2023-01-1,719,EWR,STL,15:48,17:46
8670,2023-01-1,720,PIB,DFW,15:49,17:31
8671,2023-01-1,721,IAH,PIT,15:40,19:09
8688,2023-01-1,722,MLU,IAH,15:46,17:24
8755,2023-01-1,723,LFT,DFW,16:05,17:28
8756,2023-01-1,724,IAH,CVG,15:43,18:59
8757,2023-01-1,725,IAH,MSP,15:44,18:24
8758,2023-01-1,726,DTW,MSN,15:41,15:55
8776,2023-01-1,727,DEN,IND,16:26,20:41
8777,2023-01-1,728,AVL,EWR,15:42,17:29
8826,2023-01-1,729,IAH,MCI,16:13,17:57
8827,2023-01-1,730,IAH,XNA,15:48,17:10
8828,2023-01-1,731,SHV,ATL,15:47,18:17
8829,2023-01-1,732,MSP,RIC,16:37,19:43
8830,2023-01-1,733,DTW,BHM,15:47,16:43
8831,2023-01-1,734,DTW,PIA,15:43,16:02
8832,2023-01-1,735,JAN,ATL,15:40,17:45
8842,2023-01-1,736,DTW,CAK,15:49,16:39
8844,2023-01-1,737,TVC,ORD,15:45,16:12
8845,2023-01-1,738,MKE,CLE,15:44,17:41
8846,2023-01-1,739,ATL,AGS,15:48,16:29
8908,2023-01-1,740,FNT,ORD,15:55,16:13
8909,2023-01-1,741,EWR,CVG,15:53,18:06
8910,2023-01-1,742,ATL,EVV,15:50,16:05
8911,2023-01-1,743,DTW,CLE,16:02,16:47
8912,2023-01-1,744,PHF,ATL,15:49,17:39
8929,2023-01-1,745,DAY,ORD,15:55,15:57
8934,2023-01-1,746,MOT,DEN,15:46,16:35
8935,2023-01-1,747,MSY,EWR,15:49,19:31
8936,2023-01-1,748,EWR,SDF,15:51,18:11
8937,2023-01-1,749,IAH,LCH,16:00,16:39
9015,2023-01-1,750,CRP,IAH,15:57,17:17
9016,2023-01-1,751,LGA,CLT,15:54,17:42
9017,2023-01-1,752,DTW,OMA,15:56,17:15
9018,2023-01-1,753,DFW,ATL,15:59,18:53
9019,2023-01-1,754,GRB,ATL,15:56,19:06
9020,2023-01-1,755,VPS,ATL,16:00,18:01
9021,2023-01-1,756,LGA,BNA,15:57,17:33
9045,2023-01-1,757,ORD,CLT,16:34,19:17
9048,2023-01-1,758,GRK,IAH,16:24,17:23
9049,2023-01-1,759,BNA,DEN,16:18,18:40
9053,2023-01-1,760,CMH,DEN,15:58,17:37
9058,2023-01-1,761,HSV,DEN,15:44,17:57
9092,2023-01-1,762,DTW,CID,17:11,17:40
9093,2023-01-1,763,MSP,DFW,16:28,19:17
9098,2023-01-1,764,ORD,ICT,15:57,18:01
9109,2023-01-1,765,MCI,IAH,16:00,18:22
9110,2023-01-1,766,ATL,LFT,16:00,16:50
9114,2023-01-1,767,ERI,ORD,16:05,16:48
9115,2023-01-1,768,MKE,IAH,16:20,19:45
9121,2023-01-1,769,ELP,DEN,17:55,20:26
9164,2023-01-1,770,MLU,DFW,17:20,18:32
9165,2023-01-1,771,ATL,PIA,16:05,16:51
9185,2023-01-1,772,ATL,CAE,16:04,16:53
9187,2023-01-1,773,EWR,MKE,16:06,17:50
9188,2023-01-1,774,ATL,CHA,16:10,16:49
9191,2023-01-1,775,CVG,EWR,16:07,17:50
9239,2023-01-1,776,DFW,BTR,16:13,17:30
9240,2023-01-1,777,ORD,LEX,16:10,18:13
9241,2023-01-1,778,EWR,IND,16:15,18:40
9242,2023-01-1,779,ORD,MCI,16:09,17:43
9243,2023-01-1,780,LGA,CHS,17:07,19:09
9244,2023-01-1,781,ATL,AEX,16:12,16:57
9266,2023-01-1,782,EWR,DTW,16:18,18:16
9267,2023-01-1,783,IAH,ICT,16:17,17:48
9272,2023-01-1,784,ORF,ATL,16:16,18:12
9273,2023-01-1,785,MLI,ORD,16:26,17:13
9318,2023-01-1,786,EWR,CLE,16:30,18:01
9319,2023-01-1,787,IAH,JAN,16:15,17:33
9320,2023-01-1,788,ORD,MEM,16:22,18:12
9339,2023-01-1,789,ATL,TRI,16:18,17:17
9351,2023-01-1,790,MSP,EWR,16:19,19:52
9390,2023-01-1,791,IAH,MEM,16:26,18:02
9391,2023-01-1,792,ORD,DAY,16:23,18:20
9405,2023-01-1,793,IAH,LIT,16:44,17:52
9411,2023-01-1,794,MLI,ATL,16:24,19:09
9415,2023-01-1,795,MSN,ORD,16:51,17:44
9482,2023-01-1,796,TYS,ORD,16:53,17:33
9483,2023-01-1,797,JAN,IAH,16:29,18:05
9484,2023-01-1,798,ATL,JAN,16:26,16:45
9492,2023-01-1,799,MEM,IAH,16:31,18:32
9551,2023-01-1,800,CRW,DFW,16:34,18:46
9552,2023-01-1,801,ORD,RIC,16:31,19:08
9553,2023-01-1,802,MOB,ATL,16:30,18:27
9560,2023-01-1,803,ATL,GSP,16:31,17:21
9564,2023-01-1,804,ORD,TYS,16:41,19:00
9565,2023-01-1,805,LBB,IAH,17:22,18:44
9566,2023-01-1,806,IAH,PNS,16:36,18:00
9604,2023-01-1,807,TYS,DFW,16:45,18:22
9605,2023-01-1,808,FSD,DFW,16:47,19:05
9606,2023-01-1,809,ABQ,IAH,16:37,19:39
9608,2023-01-1,810,ATL,GNV,16:30,17:35
9609,2023-01-1,811,ATL,ILM,16:42,17:48
9610,2023-01-1,812,SDF,DEN,16:25,17:38
9617,2023-01-1,813,LEX,IAH,16:37,18:38
9618,2023-01-1,814,FAY,ATL,16:37,17:51
9619,2023-01-1,815,EWR,SAV,16:33,18:45
9621,2023-01-1,816,EWR,RIC,16:34,17:58
9623,2023-01-1,817,TUL,ATL,16:36,19:38
9624,2023-01-1,818,ATL,XNA,16:38,17:35
9631,2023-01-1,819,MEM,EWR,17:05,20:24
9632,2023-01-1,820,AMA,IAH,16:51,18:30
9633,2023-01-1,821,CLT,IAH,16:34,18:41
9674,2023-01-1,822,CRW,IAH,17:19,19:27
9675,2023-01-1,823,ATL,GSO,16:37,17:45
9676,2023-01-1,824,CRW,ATL,16:45,18:03
9685,2023-01-1,825,MSN,DTW,16:32,18:34
9688,2023-01-1,826,XNA,EWR,17:04,20:53
9689,2023-01-1,827,ATL,GPT,16:40,17:07
9690,2023-01-1,828,GSO,ATL,16:44,17:51
9696,2023-01-1,829,EWR,OMA,17:05,19:45
9697,2023-01-1,830,IAH,SAT,16:58,17:51
9748,2023-01-1,831,ORD,ATW,16:44,17:36
9749,2023-01-1,832,ORD,LAN,16:49,18:50
9750,2023-01-1,833,TUS,IAH,16:44,20:10
9754,2023-01-1,834,IAH,CLT,16:50,20:14
9760,2023-01-1,835,ORF,ORD,16:41,18:22
9761,2023-01-1,836,IND,ORD,16:46,16:54
9801,2023-01-1,837,MFE,IAH,16:48,18:07
9802,2023-01-1,838,IAD,RIC,16:51,17:31
9803,2023-01-1,839,IAD,SDF,16:47,18:33
9804,2023-01-1,840,FSM,ATL,16:47,19:32
9805,2023-01-1,841,ATL,SHV,16:52,17:42
9821,2023-01-1,842,MHT,ORD,16:53,18:57
9826,2023-01-1,843,SAV,ORD,17:21,18:41
9899,2023-01-1,844,IAD,GRR,16:59,19:05
9900,2023-01-1,845,AEX,ATL,16:58,19:33
9901,2023-01-1,846,BMI,ATL,17:06,19:34
9921,2023-01-1,847,IAH,MKE,16:55,19:17
9926,2023-01-1,848,IAH,GPT,17:00,18:07
9927,2023-01-1,849,PVD,ORD,16:50,18:41
9931,2023-01-1,850,IAH,MOB,18:11,19:31
9932,2023-01-1,851,IAD,BUF,17:01,18:18
9933,2023-01-1,852,AEX,IAH,17:12,18:37
9934,2023-01-1,853,RIC,EWR,17:00,18:32
9984,2023-01-1,854,MHK,DFW,17:05,18:42
9985,2023-01-1,855,DFW,SHV,17:06,18:02
9986,2023-01-1,856,DFW,BRO,17:12,18:49
9987,2023-01-1,857,IAD,TYS,17:01,18:32
9988,2023-01-1,858,AGS,ATL,17:00,17:44
9989,2023-01-1,859,IAD,PVD,16:58,18:13
10012,2023-01-1,860,BRO,IAH,17:23,18:34
10020,2023-01-1,861,IAD,CMH,17:04,18:34
10021,2023-01-1,862,BTR,IAH,17:05,18:22
10023,2023-01-1,863,PHF,ATL,17:03,18:46
10024,2023-01-1,864,IAD,CAE,17:03,18:30
10028,2023-01-1,865,DAL,IAH,17:04,18:15
10029,2023-01-1,866,SDF,ORD,16:59,17:12
10070,2023-01-1,867,HPN,ORD,17:24,19:09
10088,2023-01-1,868,JAX,EWR,17:08,19:22
10090,2023-01-1,869,DSM,DEN,17:00,18:06
10139,2023-01-1,870,IAD,MSP,17:11,19:30
10152,2023-01-1,871,MLU,ATL,17:11,19:34
10156,2023-01-1,872,MSP,IAH,17:24,20:32
10157,2023-01-1,873,ELM,ORD,17:08,18:13
10160,2023-01-1,874,ATL,LEX,17:15,18:18
10161,2023-01-1,875,IAD,BDL,17:14,18:41
10162,2023-01-1,876,LCH,IAH,17:05,18:06
10163,2023-01-1,877,IAD,OKC,17:30,20:11
10166,2023-01-1,878,LFT,ATL,17:16,19:42
10205,2023-01-1,879,IAD,DTW,17:21,19:12
10206,2023-01-1,880,AGS,ATL,17:17,18:05
10207,2023-01-1,881,IAD,LGA,17:16,19:03
10209,2023-01-1,882,ORD,CID,17:19,18:17
10235,2023-01-1,883,CHS,EWR,17:26,19:30
10286,2023-01-1,884,EWR,BNA,17:16,18:54
10287,2023-01-1,885,ATL,MGM,17:20,17:06
10288,2023-01-1,886,PIA,ATL,17:21,19:56
10322,2023-01-1,887,ORF,IAH,17:26,20:07
10323,2023-01-1,888,EWR,SYR,17:33,18:39
10370,2023-01-1,889,IAH,MFE,17:30,18:46
10371,2023-01-1,890,SDF,DTW,17:25,18:35
10372,2023-01-1,891,SBN,ORD,17:40,17:21
10373,2023-01-1,892,ORD,CLE,17:24,19:21
10383,2023-01-1,893,LGA,CLE,17:24,19:02
10399,2023-01-1,894,BTV,ORD,17:22,19:10
10408,2023-01-1,895,DEN,SDF,17:37,22:24
10448,2023-01-1,896,IAH,CRP,17:38,18:39
10449,2023-01-1,897,IAH,DAL,17:49,18:51
10450,2023-01-1,898,GPT,ATL,17:31,19:49
10457,2023-01-1,899,IAH,LFT,17:33,18:27
10467,2023-01-1,900,DEN,TUL,17:49,20:45
10468,2023-01-1,901,IAH,ELP,17:42,18:50
10479,2023-01-1,902,IAH,TUL,18:23,19:44
10480,2023-01-1,903,GSP,EWR,17:36,19:26
10487,2023-01-1,904,VPS,ATL,17:28,19:24
10488,2023-01-1,905,MSP,IAD,17:44,20:48
10533,2023-01-1,906,IAH,MCI,17:47,19:35
10548,2023-01-1,907,DTW,IAH,17:37,20:03
10549,2023-01-1,908,IAH,ABQ,17:38,18:59
10555,2023-01-1,909,DSM,IAH,17:43,20:38
10560,2023-01-1,910,IAH,ATL,17:51,20:54
10561,2023-01-1,911,IAH,LBB,19:26,20:51
10634,2023-01-1,912,DFW,GRK,18:23,19:18
10636,2023-01-1,913,IAH,AMA,17:45,19:20
10654,2023-01-1,914,MDT,ATL,17:45,19:45
10661,2023-01-1,915,EWR,DCA,17:50,18:58
10712,2023-01-1,916,ATL,BTR,17:47,18:17
10782,2023-01-1,917,BTR,DFW,17:52,19:19
10784,2023-01-1,918,SYR,ORD,17:40,18:45
10786,2023-01-1,919,ROA,ATL,17:52,19:22
10787,2023-01-1,920,ORD,MOB,17:52,20:01
10809,2023-01-1,921,TRI,ATL,17:50,18:40
10873,2023-01-1,922,XNA,IAH,17:40,19:52
10874,2023-01-1,923,ORD,MSN,18:10,18:57
10890,2023-01-1,924,BNA,IAH,19:41,21:51
10891,2023-01-1,925,HSV,IAH,17:56,20:16
10894,2023-01-1,926,ORD,BNA,18:02,19:19
10895,2023-01-1,927,DEN,TYS,18:17,23:11
10900,2023-01-1,928,CAE,IAH,17:59,19:51
10957,2023-01-1,929,DFW,TYS,18:45,21:36
10958,2023-01-1,930,IAH,SHV,18:03,19:02
10959,2023-01-1,931,ORD,CLT,18:08,20:43
10960,2023-01-1,932,SCE,ORD,17:59,18:58
10978,2023-01-1,933,JAN,IAH,17:56,19:36
10982,2023-01-1,934,MCI,EWR,17:57,21:34
10989,2023-01-1,935,CMH,IAH,17:57,20:18
10990,2023-01-1,936,STL,EWR,18:11,21:19
10991,2023-01-1,937,LBB,DEN,19:39,20:08
11028,2023-01-1,938,DFW,CRP,19:48,21:12
11048,2023-01-1,939,RIC,ORD,17:59,19:23
11052,2023-01-1,940,MKE,EWR,18:17,21:16
11053,2023-01-1,941,ORD,HPN,18:07,20:51
11118,2023-01-1,942,EWR,DTW,18:10,20:16
11122,2023-01-1,943,ATW,ORD,18:17,19:23
11132,2023-01-1,944,LIT,ORD,18:21,19:58
11161,2023-01-1,945,GNV,ATL,18:09,19:14
11165,2023-01-1,946,ORD,ABE,18:12,20:57
11179,2023-01-1,947,DEN,CLE,19:10,:6
11180,2023-01-1,948,ILM,ATL,18:10,19:39
11181,2023-01-1,949,ORD,BHM,18:22,20:09
11184,2023-01-1,950,SAT,IAH,18:22,19:42
11222,2023-01-1,951,SHV,DFW,18:19,19:15
11223,2023-01-1,952,GSO,ATL,18:19,19:40
11224,2023-01-1,953,ORD,BTV,18:22,21:06
11238,2023-01-1,954,MEM,ORD,18:28,20:12
11242,2023-01-1,955,MCI,ORD,18:32,20:06
11310,2023-01-1,956,LGA,DTW,18:28,20:28
11331,2023-01-1,957,MSN,EWR,19:38,22:34
11335,2023-01-1,958,PNS,IAH,18:35,20:24
11384,2023-01-1,959,CVG,IAH,18:43,20:48
11385,2023-01-1,960,CLE,LGA,18:34,20:04
11394,2023-01-1,961,ICT,IAH,18:34,20:31
11437,2023-01-1,962,ICT,ORD,18:28,20:05
11440,2023-01-1,963,MEM,IAH,18:34,20:48
11444,2023-01-1,964,EWR,TYS,19:09,21:22
11502,2023-01-1,965,GPT,IAH,18:38,20:16
11514,2023-01-1,966,SDF,IAH,18:51,20:44
11515,2023-01-1,967,DTW,EWR,18:38,20:18
11562,2023-01-1,968,DFW,RAP,19:10,20:15
11563,2023-01-1,969,ORD,GSO,18:54,21:27
11581,2023-01-1,970,MOB,IAH,19:54,21:32
11585,2023-01-1,971,DEN,SLC,19:21,20:52
11636,2023-01-1,972,LEX,ATL,18:45,19:53
11637,2023-01-1,973,ATL,EWN,18:50,20:05
11652,2023-01-1,974,LFT,IAH,18:57,20:14
11664,2023-01-1,975,ATL,BTV,18:58,21:10
11713,2023-01-1,976,BRO,DFW,19:17,20:55
11714,2023-01-1,977,IAH,PNS,20:22,21:45
11715,2023-01-1,978,GRK,DFW,20:00,20:48
11716,2023-01-1,979,IAH,RDU,19:15,22:59
11717,2023-01-1,980,IAH,MFE,19:20,20:39
11718,2023-01-1,981,IAH,GSP,19:11,22:13
11719,2023-01-1,982,IAH,MCI,19:09,20:52
11720,2023-01-1,983,IAH,CAE,18:59,22:15
11721,2023-01-1,984,IAH,CHS,19:14,22:30
11722,2023-01-1,985,IAH,BTR,19:18,20:14
11724,2023-01-1,986,ORD,ERI,19:06,21:30
11725,2023-01-1,987,ATL,MBS,18:56,20:43
11726,2023-01-1,988,ATL,CHA,18:56,19:41
11727,2023-01-1,989,IAH,LIT,19:06,20:30
11728,2023-01-1,990,IAH,SAV,18:59,22:01
11745,2023-01-1,991,CID,ORD,18:50,19:46
11779,2023-01-1,992,DFW,MEI,19:09,20:35
11780,2023-01-1,993,MSP,IAH,19:03,22:10
11781,2023-01-1,994,IND,EWR,19:11,20:58
11782,2023-01-1,995,IAH,SDF,19:03,22:18
11790,2023-01-1,996,IAH,BNA,19:29,21:33
