,FLIGHT_NUMBER,TAIL_NUMBER
17921,4392,N16183
17922,4505,N12921
17924,4236,N13913
17927,5234,N900EV
17928,6031,N17108
17931,4305,N11187
17932,5063,N878AS
17981,4366,N13553
17982,4463,N26141
17983,4591,N28529
17984,6095,N11164
17985,6109,N14923
17994,5788,N13914
17999,4293,N12922
18007,3264,N14543
18008,3937,N16112
18009,4109,N12530
18010,5660,N16147
18053,4866,N16918
18054,5338,N181PQ
18056,5978,N13988
18070,4345,N15527
18075,4478,N14972
18079,3955,N11119
18080,4306,N15572
18120,4921,N738EV
18188,5377,N719EV
18189,5969,N14998
18210,4349,N13133
18261,3960,N14173
18262,4187,N16919
18263,5004,N755EV
18281,4762,N13969
18282,4891,N718EV
18333,4502,N11113
18354,5996,N16571
18363,4925,N922EV
18364,5582,N873AS
18365,5352,N916EV
18366,6001,N19554
18426,5100,N604QX
18427,5685,N832AS
18445,4965,N538CA
18508,4443,N15986
18509,4687,N13903
18510,5023,N713EV
18511,5940,N11535
18512,5919,N11176
18513,6122,N14902
18530,4525,N17146
18533,4284,N34110
18537,4754,N11150
18589,4535,N11127
18590,4979,N931EV
18591,5079,N608QX
18593,5535,N600QX
18672,4860,N12160
18673,5389,N923EV
18675,6066,N11109
18687,4896,N712EV
18688,5735,N836AS
18717,4390,N14950
18788,4913,N925EV
18789,5070,N686BR
18792,5500,N710EV
18793,5261,N860AS
18817,6104,N11194
18820,5580,N914EV
18821,6138,N26545
18826,4351,N21129
18828,4317,N12195
18885,4721,N14993
18886,4714,N27200
18888,5328,N840AS
18889,5488,N528CA
18890,5944,N11140
18918,5391,N708EV
18924,5050,N861AS
18984,2527,N902EV
18986,2509,N879AS
18987,5005,N146PQ
18988,5172,N843AS
18989,5904,N15555
18990,5976,N13989
18991,6030,N22971
18992,6152,N12552
19015,4255,N14180
19016,4388,N15574
19019,5454,N740EV
19020,5597,N720EV
19079,4251,N18102
19080,4298,N16178
19082,4574,N11548
19083,4717,N17196
19085,6037,N16961
19096,5789,N16525
19106,4675,N14188
19119,4461,N16987
19121,5673,N12136
19128,4164,N13979
19129,5723,N835AS
19130,6099,N14168
19131,6015,N13550
19138,4521,N14198
19191,5221,N884AS
19200,4906,N724EV
19203,4112,N11199
19204,4490,N14558
19206,4634,N14125
19208,3935,N14514
19242,4458,N11184
19244,5113,N856AS
19257,5107,N854AS
19258,5804,N16999
19269,5165,N134EV
19270,5525,N868AS
19271,6038,N13908
19273,4445,N12122
19274,5527,N853AS
19339,4503,N16170
19340,4961,N741EV
19341,5201,N980EV
19342,5203,N615QX
19354,4085,N13997
19355,4406,N10575
19363,3851,N13964
19365,5665,N11526
19367,4527,N13958
19408,5358,N867AS
19421,4711,N17169
19422,6114,N15912
19425,3965,N13992
19426,4403,N11106
19428,4121,N13566
19429,4605,N12172
19432,5061,N751EV
19475,4378,N13913
19477,6105,N17524
19478,6123,N16911
19499,3933,N13123
19500,5090,N838AS
19507,6131,N17138
19508,5997,N13161
19512,4249,N48901
19514,5932,N14920
19519,4415,N17185
19520,5980,N14960
19521,6072,N14904
19565,6023,N15910
19579,4495,N12564
19582,4133,N11536
19583,4654,N11539
19589,5792,N15980
19595,4301,N16546
19647,5082,N138EV
19649,5674,N15572
19666,4218,N29906
19667,4496,N15527
19676,3263,N24103
19677,4730,N14998
19678,5066,N758EV
19685,3262,N12157
19686,4199,N21130
19732,4698,N12921
19733,5489,N981EV
19757,3926,N13968
19758,5067,N859AS
19759,5503,N921EV
19762,4479,N21537
19763,4568,N28529
19765,4335,N12201
19770,5163,N752EV
19771,6111,N14568
19835,2557,N880AS
19836,4441,N14573
19837,4449,N12567
19838,4741,N16918
19840,4872,N839AS
19841,5171,N582CA
19843,5545,N605QX
19860,3271,N15973
19861,4098,N12528
19910,4518,N13995
19913,5958,N13914
19937,5942,N16183
19945,5956,N16559
19978,2523,N877AS
20000,4731,N14902
20005,4756,N15986
20006,4679,N16541
20012,3947,N11176
20016,3920,N26141
20017,4761,N17560
20086,4617,N11547
20093,4266,N15983
20094,5010,N750EV
20105,4343,N12967
20152,5183,N851AS
20169,4142,N16976
20174,3955,N14173
20176,4723,N11187
20177,6135,N14570
20187,6178,N11181
20245,4169,N29917
20246,4192,N13978
20247,4307,N12922
20248,4470,N14543
20250,4952,N925EV
20251,5660,N14977
20261,5784,N12924
20262,5794,N21144
20277,4176,N12530
20288,4472,N16112
20347,4708,N15985
20348,4917,N611QX
20349,6006,N18120
20370,4888,N606LR
20371,6097,N19966
20389,4172,N13553
20391,5461,N860AS
20392,5549,N927EV
20437,5513,N755EV
20522,4103,N11551
20547,4581,N14562
20611,5413,N135EV
20626,4725,N14542
20636,4276,N14950
20637,4738,N11535
20643,3954,N41104
20697,4125,N13988
20700,5918,N17115
20716,6024,N14117
20780,4737,N13133
20782,5925,N14993
20783,6072,N14570
20791,5793,N12996
20798,4486,N14916
20799,4670,N17138
20807,4096,N17560
20812,3956,N13970
20821,4930,N719EV
20887,4567,N13132
20888,4976,N844AS
20889,5027,N730EV
20890,4909,N604QX
20891,5169,N614QX
20908,5799,N16525
20910,3946,N31131
20911,4118,N13969
20918,4712,N26549
20974,5020,N855AS
20975,5060,N391CA
20976,5277,N846AS
20992,4893,N738EV
20993,5098,N881AS
21001,5243,N872AS
21009,5399,N937EV
21010,5963,N18557
21059,2569,N903EV
21060,4588,N14514
21061,4999,N882AS
21063,5344,N870AS
21064,5420,N760EV
21074,4664,N16987
21075,5106,N691CA
21083,4875,N748EV
21084,5205,N900EV
21091,5985,N14923
21094,5030,N924EV
21132,5245,N936EV
21151,4933,N857AS
21154,6000,N17524
21159,5019,N919EV
21162,4200,N13979
21163,4982,N759EV
21207,4087,N25134
21208,4309,N11536
21209,5255,N713EV
21210,5723,N836AS
21216,4316,N26545
21220,4264,N13550
21226,3942,N13964
21227,5164,N850AS
21228,6145,N11199
21235,4331,N17108
21237,5796,N11107
21313,3958,N22971
21318,4500,N14974
21319,4864,N14143
21362,4863,N12528
21363,5309,N166PQ
21364,5410,N744EV
21379,4398,N12166
21389,3949,N16999
21426,4135,N16919
21427,4271,N16183
21428,4377,N19554
21431,6138,N36915
21459,5731,N835AS
21510,5398,N920EV
21511,5673,N13908
21528,4325,N27200
21535,4249,N13989
21598,5735,N832AS
21600,6130,N11137
21604,6161,N11187
21653,3937,N13968
21655,2570,N830AS
21656,4097,N11539
21657,4117,N11526
21658,4267,N16918
21659,4654,N13914
21660,4604,N17146
21661,4607,N13965
21662,4619,N29906
21663,4741,N14907
21664,5674,N14972
21680,4277,N12924
21692,4111,N14180
21693,4973,N849AS
21699,5932,N34110
21741,5184,N608QX
21742,5668,N10575
21758,4127,N15527
21760,5447,N979EV
21761,5663,N16963
21767,4394,N13978
21768,5807,N15555
21780,4677,N11106
21781,4345,N12530
21856,2546,N905EV
21858,4130,N17169
21859,4476,N21130
21861,5236,N923EV
21863,5179,N724EV
21887,5124,N605QX
21888,5906,N14173
21937,4106,N13958
21938,4113,N13997
21939,4409,N14186
21940,5238,N931EV
21972,4105,N33182
22005,3257,N14977
22007,4242,N14960
22008,4464,N14920
22035,6125,N12122
22048,4637,N11176
22096,3267,N11109
22097,3256,N12569
22098,4157,N13123
22100,6023,N12136
22101,6131,N14923
22122,3929,N15574
22123,4731,N15910
22125,4313,N12201
22131,4197,N19966
22132,4421,N15986
22135,4447,N21129
22136,5915,N14543
22137,6151,N14902
22145,6149,N14570
22193,3928,N48901
22194,3960,N13161
22195,4402,N21144
22197,5756,N827AS
22198,5980,N16571
22199,6114,N15973
22200,6167,N16911
22211,5087,N914EV
22212,6011,N13133
22214,4996,N754EV
22219,6079,N17560
22281,3925,N14991
22282,4253,N21537
22295,5307,N837AS
22356,6121,N22971
22370,3922,N16559
22371,4640,N14998
22378,4687,N16961
22379,5083,N722EV
22394,4638,N12564
22395,5349,N712EV
22396,5985,N15983
22432,2558,N909EV
22456,4114,N12567
22463,4355,N15985
22464,5132,N856AS
22465,5272,N186PQ
22466,5308,N854AS
22467,5334,N861AS
22468,5356,N847AS
22549,4395,N22909
22610,4449,N13956
22612,5584,N933EV
22613,5363,N740EV
22614,5365,N741EV
22636,5058,N761ND
22637,5153,N840AS
22638,5190,N853AS
22648,4496,N28529
22650,5384,N868AS
22655,3934,N17115
22705,4215,N11536
22707,5006,N925EV
22709,5459,N708EV
22727,4224,N14188
22734,5449,N615QX
22737,3260,N11140
22741,6033,N14168
22791,4178,N12922
22792,4290,N13970
22793,4419,N12157
22795,4935,N873AS
22796,5294,N707EV
22797,6179,N11137
22820,4757,N13992
22821,6165,N14904
22822,6169,N12552
22828,3271,N12122
22829,4369,N14558
22830,4725,N16525
22845,5600,N612QX
22910,4142,N18557
22911,4958,N228PQ
22932,5670,N13913
22936,4295,N12195
22940,3258,N17524
22941,5151,N916EV
22942,5959,N12967
22947,4162,N26141
22948,5355,N723EV
22992,2508,N876AS
23004,4727,N14993
23008,4326,N11548
23012,4379,N11194
23013,4747,N11526
23014,4903,N755EV
23016,5784,N12160
23064,4586,N14972
23079,4100,N14198
23080,4756,N11535
23081,5736,N836AS
23086,5593,N686BR
23136,2529,N901EV
23137,5613,N923EV
23149,5567,N851AS
23150,3931,N16541
23151,4663,N16170
23153,4171,N13903
23159,4530,N17138
23160,4338,N17196
23219,4228,N13968
23223,3261,N14916
23225,6130,N11187
23228,4167,N17185
23231,6046,N13989
23238,4630,N14907
23279,4085,N11184
23280,4955,N926EV
23282,6182,N36915
23298,4184,N16112
23303,4584,N14125
23312,4974,N839AS
23362,4101,N13964
23363,4214,N12166
23364,4257,N16987
23365,4863,N14514
23366,5487,N713EV
23367,5427,N604QX
23368,6118,N13995
23369,6123,N15912
23370,6006,N13553
23393,4626,N12528
23401,4204,N13969
23410,4489,N16178
23450,4143,N14573
23452,5665,N12530
23453,5942,N31131
23472,5141,N753EV
23473,5931,N12996
23480,4724,N14950
23531,2513,N877AS
23533,4400,N14562
23534,5014,N719EV
23535,5737,N835AS
23556,4177,N25134
23560,5353,N751EV
23562,5721,N832AS
23563,6111,N11127
23624,3932,N16999
23625,3942,N12921
23629,6187,N34111
23642,5783,N12126
23692,3933,N11551
23694,4764,N12924
23716,5991,N13965
23717,6156,N11109
23719,4481,N10575
23720,4437,N16911
23721,4404,N13132
23731,5056,N922EV
23732,5068,N718EV
23733,5482,N838AS
23734,5496,N931EV
23735,5419,N867AS
23736,5551,N720EV
23790,4941,N754EV
23791,4939,N135EV
23792,5274,N398CA
23793,5990,N13908
23794,5963,N17560
23807,4090,N12163
23810,4219,N11181
23811,5331,N878AS
23812,5924,N14570
23816,4291,N11107
23817,4569,N15527
23818,4620,N17108
23904,5024,N391CA
23905,5300,N710EV
23908,6132,N16918
23987,4880,N881AS
23988,5155,N611QX
23989,5196,N600QX
23990,5215,N605QX
24010,4572,N16546
24017,4588,N19966
24054,5296,N676CA
24055,5485,N528CA
24056,6037,N14974
24057,6098,N14173
24076,3949,N13133
24077,5956,N16149
24084,4092,N13975
24090,4104,N11539
24091,4203,N19554
24099,5055,N870AS
24165,3951,N14991
24166,5955,N34110
24219,2504,N903EV
24221,5227,N730EV
24222,5515,N146PQ
24234,4387,N16559
24237,5397,N758EV
24238,5965,N14186
24250,5531,N980EV
24251,5793,N12567
24256,4334,N13118
24298,5086,N852AS
24299,5425,N884AS
24321,4347,N13956
24331,4121,N14180
24333,5904,N18102
24334,5798,N13913
24387,4707,N14972
24388,4914,N859AS
24389,5059,N608QX
24391,5246,N744EV
24392,5295,N846AS
24393,5569,N843AS
24414,4578,N11176
24415,4628,N13958
24416,4736,N14573
24469,4102,N16525
24470,2538,N880AS
24472,4186,N21129
24473,6128,N12563
24474,6000,N11526
24493,3936,N16976
24499,4248,N14168
24500,4581,N13997
24502,5604,N754EV
24503,5469,N138EV
24554,4483,N16919
24555,4698,N14116
24556,5327,N724EV
24574,6003,N17524
24629,4568,N12160
24650,4433,N11536
24656,3946,N12201
24657,4175,N48901
24705,4659,N11140
24707,4997,N750EV
24708,5017,N761ND
24709,5140,N614QX
24724,3964,N14902
24725,5342,N924EV
24726,5542,N883AS
24784,4732,N11165
24810,3959,N16183
24811,4165,N15986
24812,4301,N14998
24813,4487,N14143
24826,5049,N882AS
24896,4579,N14514
24920,5967,N11113
24921,6164,N15910
24924,4138,N12530
24925,4270,N12136
24931,4233,N17115
24932,4550,N14904
24967,5909,N12569
24968,6117,N15973
24985,5602,N853AS
24992,3274,N14920
24998,4860,N12126
25000,6188,N14960
25051,4992,N752EV
25052,5536,N919EV
25053,5540,N857AS
25070,5317,N900EV
25072,4580,N15574
25073,5181,N849AS
25076,4381,N24103
25077,4629,N16961
25125,4113,N12564
25126,4273,N25134
25127,5440,N927EV
25128,5443,N855AS
25147,5122,N937EV
25148,5282,N844AS
25154,4614,N13914
25159,4228,N13978
25160,4350,N12528
25212,3257,N14907
25213,3958,N12967
25214,5544,N612QX
25230,5400,N850AS
25237,5928,N14543
25242,5779,N13553
25245,4499,N12552
25292,4476,N12166
25293,4699,N13988
25295,5998,N14993
25296,6011,N12195
25311,5803,N14171
25322,5175,N528CA
25329,3930,N13903
25386,4946,N582CA
25402,4230,N11187
25403,4375,N15980
25404,4469,N12921
25405,5508,N759EV
25412,4544,N13964
25469,3963,N11565
25486,5248,N854AS
25492,4573,N12922
25533,4953,N868AS
25534,5115,N878AS
25535,5251,N924EV
25536,5305,N925EV
25537,5988,N11106
25545,3263,N11548
25546,4457,N16963
25552,5149,N197PQ
25562,4209,N14198
25563,4269,N29906
25564,4624,N16987
25569,5158,N707EV
25611,5207,N933EV
25614,6186,N34111
25633,4486,N22971
25634,3944,N14188
25635,4602,N12157
25636,4971,N936EV
25643,4180,N26545
25644,4638,N17169
25645,5065,N920EV
25684,4265,N14562
25685,4517,N16541
25686,5280,N748EV
25687,5360,N861AS
25708,3925,N19966
25709,3936,N14902
25711,6149,N16911
25716,4706,N13968
25722,4309,N13123
25723,5064,N708EV
25724,6028,N22909
25768,5268,N872AS
25784,4420,N14923
25785,4533,N15986
25791,4610,N16571
25861,5042,N713EV
25864,5586,N719EV
25866,5957,N11535
25867,6181,N11184
25889,4727,N15973
25893,4088,N13975
25896,4358,N28529
25897,5739,N827AS
25900,3261,N13989
25901,4283,N12567
25902,5292,N873AS
25903,6136,N12563
25904,4322,N17146
25955,2547,N909EV
25957,4534,N13913
25958,4759,N14117
25960,5737,N836AS
25970,4326,N13969
25971,4328,N14916
25982,4733,N21537
25992,3931,N36915
25993,4865,N11526
25995,5689,N835AS
25999,6025,N17185
26039,4501,N15983
26040,5390,N722EV
26053,4086,N14972
26058,4377,N15985
26065,6139,N13118
26120,5159,N604QX
26124,6104,N11137
26147,4362,N13133
26148,6126,N18557
26153,5202,N916EV
26154,5721,N834AS
26160,4087,N16999
26206,5950,N18102
26207,6079,N14960
26236,4144,N11127
26237,4519,N13992
26238,5314,N146PQ
26295,4191,N14186
26296,4586,N15527
26297,5080,N615QX
26298,5241,N730EV
26300,5310,N840AS
26302,5906,N16112
26326,5325,N166PQ
26332,4526,N14173
26333,5152,N923EV
26341,4157,N33182
26342,4673,N16149
26343,5436,N608QX
26404,4892,N133EV
26405,5311,N837AS
26406,5529,N979EV
26415,4310,N21130
26431,4895,N391CA
26432,4240,N12122
26443,3267,N16183
26494,4391,N14514
26495,4630,N17524
26516,4136,N34110
26517,4281,N13956
26518,4747,N14542
26529,3265,N16546
26537,4492,N14158
26586,4163,N14991
26587,5385,N738EV
26607,4182,N17138
26608,4383,N21144
26620,4138,N15572
26695,2531,N876AS
26697,4666,N16525
26711,4140,N14974
26716,4268,N15912
26783,5502,N760EV
26799,4915,N914EV
26870,5916,N13903
26895,5125,N881AS
26912,4145,N14570
26970,4453,N11140
26971,6115,N16918
26989,4205,N14168
26993,4742,N12996
26994,5964,N12136
27000,4253,N14950
27001,5611,N882AS
27059,2566,N880AS
27060,4110,N22909
27062,5941,N11551
27079,3961,N14920
27080,4239,N14907
27082,5354,N605QX
27088,4181,N31131
27096,4596,N14180
27102,4907,N860AS
27142,5439,N856AS
27164,4147,N26141
27171,4223,N15574
27173,5679,N13965
27176,4202,N16919
27251,4382,N48901
27254,5675,N13997
27261,4716,N14902
27269,5905,N14171
27303,6117,N13970
27309,4314,N14573
27322,3959,N12126
27325,5922,N11535
27330,4368,N26545
27372,5900,N22971
27373,6188,N15980
27387,3938,N13988
27394,4093,N13914
27395,4364,N25134
27396,4744,N15973
27401,5224,N867AS
27467,5959,N13908
27488,4355,N15555
27493,4414,N11109
27497,4540,N12922
27548,4715,N14543
27552,4194,N12924
27560,4736,N11536
27614,4159,N12166
27615,4516,N12967
27619,4286,N24103
27620,4361,N16961
27693,4450,N28529
27709,4684,N14998
27710,5226,N712EV
27716,5803,N14993
27762,2550,N904EV
27763,4532,N11187
27779,4319,N13161
27781,4653,N12567
27786,4745,N15986
27844,5577,N883AS
27845,5595,N926EV
27867,5702,N833AS
27880,5206,N719EV
27881,5303,N720EV
27882,6159,N36915
27945,3923,N14972
27947,4222,N17108
27948,4262,N12563
27949,4285,N19966
27950,4474,N14558
27952,4669,N11526
27955,4713,N16571
27956,4726,N21537
27957,5137,N676CA
27958,5249,N851AS
27959,5424,N870AS
27960,5779,N12921
27961,5780,N16963
27962,6137,N18556
27967,4330,N17196
27981,6157,N14960
27986,4091,N12564
28024,2571,N877AS
28025,4154,N12160
28026,6174,N16987
28030,4344,N14514
28038,4210,N16147
28044,4536,N16541
28056,5756,N836AS
28060,5404,N723EV
28102,4234,N12195
28103,4188,N16170
28104,4308,N26549
28105,4983,N528CA
28106,4993,N718EV
28121,5805,N15527
28122,5741,N835AS
28131,6012,N14542
28180,4238,N29906
28181,4278,N13123
28182,4651,N13989
28183,4683,N12528
28185,5244,N859AS
28186,5321,N744EV
28187,5587,N980EV
28203,3948,N16911
28204,4350,N13964
28257,5095,N922EV
28258,5053,N878AS
28259,6093,N15983
28280,4185,N14916
28318,5287,N761ND
28319,5585,N849AS
28329,4595,N11547
28334,4758,N11184
28340,4749,N14562
28400,2524,N901EV
28401,3964,N14923
28402,4430,N11539
28404,4894,N186PQ
28406,5162,N713EV
28411,4324,N13992
28418,4333,N17146
28424,4294,N11548
28425,5686,N834AS
28426,6063,N17138
28427,4235,N11565
28483,4920,N707EV
28484,5043,N847AS
28485,5744,N827AS
28505,4352,N17169
28507,4554,N14904
28508,4878,N752EV
28559,4201,N13969
28560,4473,N15912
28561,5032,N686BR
28562,5298,N722EV
28563,5608,N843AS
28564,6084,N11119
28565,6155,N11164
28580,5036,N931EV
28585,4193,N11199
28646,4898,N740EV
28647,5038,N608QX
28648,5299,N900EV
28649,6147,N13118
28672,5937,N11176
28673,5912,N17115
28680,5438,N854AS
28685,4545,N14570
28695,5947,N12122
28696,4312,N13958
28738,4951,N741EV
28739,4905,N708EV
28740,5093,N853AS
28741,5444,N981EV
28742,5451,N852AS
28743,6018,N11137
28763,6049,N14568
28771,5121,N228PQ
28834,4897,N146PQ
28835,5351,N850AS
28836,5457,N924EV
28837,5560,N844AS
28838,5909,N13538
28839,6085,N11113
28840,6108,N11106
28878,5603,N730EV
28946,4407,N14902
28947,4657,N14907
28975,5450,N724EV
28980,4444,N13132
29025,2528,N909EV
29026,5142,N138EV
29027,6028,N16911
29028,6129,N36915
29029,5676,N11184
29030,6087,N15973
29038,4237,N24128
29052,4549,N13975
29054,4321,N11127
29094,2501,N830AS
29095,4582,N14950
29096,4743,N12195
29097,5554,N751EV
29124,4381,N11165
29164,5126,N166PQ
29178,4482,N21129
29180,4876,N882AS
29222,4146,N12530
29236,5609,N846AS
29268,4195,N14974
29273,4348,N41104
29282,4416,N14573
29397,5081,N873AS
29398,4986,N398CA
29408,5195,N925EV
29413,4890,N937EV
29414,5322,N748EV
29444,4175,N16546
29445,5403,N840AS
29461,4275,N18120
29463,3943,N25134
29468,4919,N936EV
29503,2507,N876AS
29518,5156,N872AS
29549,2565,N905EV
29560,5225,N582CA
29567,5088,N600QX
29568,5218,N933EV
29569,5423,N606LR
29607,5411,N709EV
29622,5199,N857AS
29635,5052,N919EV
29671,3948,N13161
29672,4412,N21130
29673,4645,N11536
29674,6034,N15986
29693,4980,N837AS
29730,4363,N19554
29731,4368,N12924
29732,4484,N13988
29733,4516,N33182
29735,4716,N14543
29736,5110,N916EV
29754,4145,N16178
29780,5905,N14960
29793,3939,N26141
29794,4093,N13978
29795,4231,N14998
29796,4769,N34111
29797,4684,N16149
29838,4216,N24103
29839,4752,N11551
29888,4158,N12166
29946,4748,N13958
29947,5528,N884AS
29989,4370,N17169
30036,4504,N16976
30043,5232,N923EV
30143,4763,N14158
30144,4766,N16919
30145,5696,N834AS
30146,6180,N14568
30157,5933,N14916
30196,2540,N902EV
30198,5523,N871AS
30209,5022,N133EV
30216,4202,N13992
30217,5968,N17138
30228,4552,N13989
30233,5743,N835AS
30263,4173,N29917
30264,4700,N15574
30265,5345,N839AS
30286,5742,N832AS
30319,5741,N836AS
30320,5923,N21129
30324,5306,N914EV
30442,5680,N11548
30800,5210,N927EV
30813,4256,N11187
30814,4354,N13913
30821,4288,N26141
30822,4654,N12921
30842,3958,N26549
30843,4208,N12175
30851,4360,N14998
30857,4557,N16149
30858,5257,N853AS
30871,4149,N14902
30872,4309,N15572
30873,5204,N859AS
30874,5615,N843AS
30906,4196,N11137
30908,4646,N17169
30909,4622,N13992
30911,5362,N925EV
30945,4162,N11127
30946,4250,N13989
30947,4436,N17185
30950,5698,N836AS
30951,6050,N48901
30980,2519,N902EV
30981,3941,N14960
30983,4585,N27200
30984,5919,N13968
30987,4265,N13908
30988,5230,N582CA
31209,2533,N880AS
31210,4098,N12924
31211,4213,N13123
31213,4371,N12530
31214,4502,N14186
31215,4425,N11539
31216,4431,N18556
31217,4451,N11535
31218,4652,N13903
31219,4719,N21537
31220,4740,N11551
31221,4945,N708EV
31223,4881,N722EV
31224,5103,N924EV
31225,5134,N713EV
31226,5286,N872AS
31227,5339,N916EV
31228,5491,N919EV
31229,5422,N606LR
31233,5556,N146PQ
31234,5978,N16911
31235,5989,N22971
31236,5948,N12122
31237,5917,N24128
31238,6019,N15986
31239,6021,N13970
31240,6133,N16571
31241,6082,N15973
31242,6083,N15983
31244,6142,N13988
31245,6143,N36915
31246,6177,N13995
31256,5968,N11184
31334,6020,N21129
31340,5221,N761ND
31342,4390,N16919
31394,4494,N16525
31395,5033,N740EV
31396,4928,N882AS
31398,5946,N34111
31399,6091,N11119
31464,4556,N14907
31465,5329,N186PQ
31466,5451,N600QX
31483,4506,N14570
31545,2512,N830AS
31546,2572,N877AS
31547,4292,N14543
31548,4294,N14188
31549,4655,N11547
31550,5123,N914EV
31551,5961,N13997
31569,4374,N11565
31624,4468,N14558
31625,4452,N19966
31626,4690,N29917
31627,5534,N676CA
31642,4282,N14902
31683,5062,N857AS
31684,5219,N933EV
31685,5431,N844AS
31696,4418,N14972
31769,3929,N13969
31770,4129,N17196
31771,4306,N14950
31772,4428,N11536
31773,4384,N19554
31775,4697,N16178
31776,5130,N981EV
31777,5214,N847AS
31778,5601,N751EV
31779,5581,N720EV
31780,5591,N900EV
31781,5782,N11113
31783,5378,N846AS
31784,6140,N13538
31785,6185,N16987
31812,4327,N11109
31899,2506,N905EV
31900,2555,N876AS
31903,5187,N922EV
31904,5223,N936EV
31905,5953,N16918
31919,4152,N14960
31981,5119,N752EV
31982,5231,N923EV
31983,5240,N748EV
31984,5315,N133EV
31985,5505,N884AS
31986,6042,N13118
32041,5200,N228PQ
32060,5992,N12157
32098,3924,N12563
32099,5755,N827AS
32117,4364,N11199
32289,4094,N11526
32290,4095,N13914
32291,4514,N14573
32292,4643,N33182
32293,4866,N12528
32294,4871,N839AS
32295,4990,N686BR
32296,5039,N608QX
32297,5124,N709EV
32298,5138,N707EV
32299,5313,N926EV
32300,5290,N850AS
32301,5295,N719EV
32302,5297,N883AS
32303,5336,N837AS
32304,5270,N979EV
32305,5359,N528CA
32306,6175,N14916
32340,4670,N15980
32400,2539,N909EV
32401,5283,N605QX
32415,5330,N937EV
32416,6016,N16147
32417,4106,N31131
32466,4548,N21537
32467,5242,N391CA
32468,5920,N15912
32541,4234,N16149
32542,4687,N14998
32543,4997,N398CA
32544,5031,N854AS
32545,5458,N852AS
32562,4456,N18120
32617,3255,N14542
32619,4128,N14977
32620,4168,N14168
32623,4479,N14173
32624,4520,N48901
32627,5035,N870AS
32628,5347,N744EV
32629,5466,N738EV
32630,5518,N760EV
32646,4485,N21144
32647,5987,N14158
32648,6036,N17138
32654,4722,N16571
32707,2502,N904EV
32708,2563,N902EV
