,tailnum,manufacturer,model,seats
2460,N7732A,BOEING,737-7BD,149
2461,N7734H,BOEING,737-7BD,149
2462,N7735A,BOEING,737-7BD,149
2463,N7738A,BOEING,737-7BD,149
2464,N7739A,BOEING,737-7BD,149
2465,N773SA,BOEING,737-7H4,140
2466,N7740A,BOEING,737-7BD,149
2467,N7741C,BOEING,737-7BD,149
2468,N77430,BOEING,737-924ER,191
2469,N77431,BOEING,737-924ER,191
2470,N7744A,BOEING,737-7BD,149
2471,N7746C,BOEING,737-7BD,149
2472,N774NC,MCDONNELL DOUGLAS,DC-9-51,139
2473,N774SW,BOEING,737-7H4,140
2474,N77510,BOEING,737-824,149
2475,N77518,BOEING,737-824,149
2476,N77520,BOEING,737-824,149
2477,N77525,BOEING,737-824,149
2478,N77530,BOEING,737-824,149
2479,N775JB,AIRBUS,A320-232,200
2480,N775SW,BOEING,737-7H4,140
2481,N776SK,BOMBARDIER INC,CL-600-2C10,80
2482,N776WN,BOEING,737-7H4,140
2483,N777NC,MCDONNELL DOUGLAS,DC-9-51,139
2484,N777QC,BOEING,737-7H4,140
2485,N777UA,BOEING,777-222,400
2486,N77865,BOEING,757-33N,275
2487,N77867,BOEING,757-33N,275
2488,N77871,BOEING,757-33N,275
2489,N778SK,BOMBARDIER INC,CL-600-2C10,80
2490,N778SW,BOEING,737-7H4,140
2491,N779JB,AIRBUS,A320-232,200
2492,N779NC,MCDONNELL DOUGLAS,DC-9-51,139
2493,N779SW,BOEING,737-7H4,140
2494,N78003,BOEING,777-224,400
2495,N78013,BOEING,777-224,400
2496,N78060,BOEING,767-424ER,292
2497,N780SK,BOMBARDIER INC,CL-600-2C10,80
2498,N780SW,BOEING,737-7H4,140
2499,N7811F,BOEING,737-76N,149
2500,N7812G,BOEING,737-76N,149
2501,N781WN,BOEING,737-7H4,140
2502,N78285,BOEING,737-824,149
2503,N782NC,MCDONNELL DOUGLAS,DC-9-51,139
2504,N782SA,BOEING,737-7H4,140
2505,N783SW,BOEING,737-7H4,140
2506,N78438,BOEING,737-924ER,191
2507,N78448,BOEING,737-924ER,191
2508,N784JB,AIRBUS,A320-232,200
2509,N784SW,BOEING,737-7H4,140
2510,N78501,BOEING,737-824,149
2511,N78506,BOEING,737-824,149
2512,N78509,BOEING,737-824,149
2513,N78511,BOEING,737-824,149
2514,N78524,BOEING,737-824,149
2515,N785SK,BOMBARDIER INC,CL-600-2C10,80
2516,N785SW,BOEING,737-7H4,140
2517,N786SW,BOEING,737-7H4,140
2518,N787SA,BOEING,737-7H4,140
2519,N787UA,BOEING,777-222,400
2520,N78866,BOEING,757-33N,275
2521,N788SA,BOEING,737-7H4,140
2522,N789JB,AIRBUS,A320-232,200
2523,N789SK,BOMBARDIER INC,CL-600-2C10,80
2524,N789SW,BOEING,737-7H4,140
2525,N790SK,BOMBARDIER INC,CL-600-2C10,80
2526,N790SW,BOEING,737-7H4,140
2527,N791SW,BOEING,737-7H4,140
2528,N79279,BOEING,737-824,149
2529,N792SW,BOEING,737-7H4,140
2530,N793JB,AIRBUS,A320-232,200
2531,N793SA,BOEING,737-7H4,140
2532,N79402,BOEING,737-924,191
2533,N794JB,AIRBUS,A320-232,200
2534,N794SK,BOMBARDIER INC,CL-600-2C10,80
2535,N794SW,BOEING,737-7H4,140
2536,N79521,BOEING,737-824,149
2537,N795SK,BOMBARDIER INC,CL-600-2C10,80
2538,N795SW,BOEING,737-7H4,140
2539,N796JB,AIRBUS,A320-232,200
2540,N796SW,BOEING,737-7H4,140
2541,N797MX,BOEING,737-7H4,140
2542,N797SK,BOMBARDIER INC,CL-600-2C10,80
2543,N798SW,BOEING,737-7AD,128
2544,N799SW,BOEING,737-7Q8,149
2545,N800AY,BOMBARDIER INC,CL-600-2B19,55
2546,N801AW,AIRBUS INDUSTRIE,A319-132,179
2547,N801AY,BOMBARDIER INC,CL-600-2B19,55
2548,N801UA,AIRBUS INDUSTRIE,A319-131,179
2549,N802AW,AIRBUS INDUSTRIE,A319-132,179
2550,N802UA,AIRBUS INDUSTRIE,A319-131,179
2551,N803SK,BOMBARDIER INC,CL-600-2D24,95
2552,N803UA,AIRBUS INDUSTRIE,A319-131,179
2553,N804AW,AIRBUS INDUSTRIE,A319-132,179
2554,N804JB,AIRBUS,A320-232,200
2555,N804UA,AIRBUS INDUSTRIE,A319-131,179
2556,N805AY,BOMBARDIER INC,CL-600-2B19,55
2557,N805JB,AIRBUS,A320-232,200
2558,N805UA,AIRBUS INDUSTRIE,A319-131,179
2559,N806JB,AIRBUS,A320-232,200
2560,N806UA,AIRBUS INDUSTRIE,A319-131,179
2561,N807AW,AIRBUS INDUSTRIE,A319-132,179
2562,N807JB,AIRBUS,A320-232,200
2563,N807UA,AIRBUS INDUSTRIE,A319-131,179
2564,N808UA,AIRBUS INDUSTRIE,A319-131,179
2565,N809AW,AIRBUS INDUSTRIE,A319-132,179
2566,N809JB,AIRBUS,A320-232,200
2567,N809NW,AIRBUS,A330-323,379
2568,N809UA,AIRBUS INDUSTRIE,A319-131,179
2569,N810AW,AIRBUS INDUSTRIE,A319-132,179
2570,N810UA,AIRBUS INDUSTRIE,A319-131,179
2571,N811UA,AIRBUS INDUSTRIE,A319-131,179
2572,N812AW,AIRBUS INDUSTRIE,A319-132,179
2573,N812AY,BOMBARDIER INC,CL-600-2B19,55
2574,N812UA,AIRBUS INDUSTRIE,A319-131,179
2575,N813AY,BOMBARDIER INC,CL-600-2B19,55
2576,N813SK,BOMBARDIER INC,CL-600-2D24,95
2577,N813UA,AIRBUS INDUSTRIE,A319-131,179
2578,N81449,BOEING,737-924ER,191
2579,N814AW,AIRBUS INDUSTRIE,A319-132,179
2580,N814UA,AIRBUS INDUSTRIE,A319-131,179
2581,N815AW,AIRBUS INDUSTRIE,A319-132,179
2582,N815UA,AIRBUS INDUSTRIE,A319-131,179
2583,N816UA,AIRBUS INDUSTRIE,A319-131,179
2584,N817AW,AIRBUS INDUSTRIE,A319-132,179
2585,N817UA,AIRBUS INDUSTRIE,A319-131,179
2586,N818UA,AIRBUS INDUSTRIE,A319-131,179
2587,N819AW,AIRBUS INDUSTRIE,A319-132,179
2588,N819AY,BOMBARDIER INC,CL-600-2B19,55
2589,N819UA,AIRBUS INDUSTRIE,A319-131,179
2590,N820AS,CANADAIR,CL-600-2B19,55
2591,N820AW,AIRBUS INDUSTRIE,A319-132,179
2592,N820AY,BOMBARDIER INC,CL-600-2B19,55
2593,N820UA,AIRBUS INDUSTRIE,A319-131,179
2594,N821AW,AIRBUS INDUSTRIE,A319-132,179
2595,N821AY,BOMBARDIER INC,CL-600-2B19,55
2596,N821JB,AIRBUS,A320-232,200
2597,N821UA,AIRBUS INDUSTRIE,A319-131,179
2598,N822UA,AIRBUS INDUSTRIE,A319-131,179
2599,N823AY,BOMBARDIER INC,CL-600-2B19,55
2600,N823UA,AIRBUS INDUSTRIE,A319-131,179
2601,N824AS,CANADAIR,CL-600-2B19,55
2602,N824AW,AIRBUS INDUSTRIE,A319-132,179
2603,N824AY,BOMBARDIER INC,CL-600-2B19,55
2604,N824UA,AIRBUS INDUSTRIE,A319-131,179
2605,N825AS,CANADAIR,CL-600-2B19,55
2606,N825AW,AIRBUS INDUSTRIE,A319-132,179
2607,N825AY,BOMBARDIER INC,CL-600-2B19,55
2608,N825MH,BOEING,767-432ER,300
2609,N825UA,AIRBUS INDUSTRIE,A319-131,179
2610,N826AS,CANADAIR,CL-600-2B19,55
2611,N826AW,AIRBUS INDUSTRIE,A319-132,179
2612,N826AY,BOMBARDIER INC,CL-600-2B19,55
2613,N826MH,BOEING,767-432ER,300
2614,N826UA,AIRBUS INDUSTRIE,A319-131,179
2615,N827AS,CANADAIR,CL-600-2B19,55
2616,N827AW,AIRBUS INDUSTRIE,A319-132,179
2617,N827AY,BOMBARDIER INC,CL-600-2B19,55
2618,N827JB,AIRBUS,A320-232,200
2619,N827MH,BOEING,767-432ER,300
2620,N827UA,AIRBUS INDUSTRIE,A319-131,179
2621,N828AS,CANADAIR,CL-600-2B19,55
2622,N828AW,AIRBUS INDUSTRIE,A319-132,179
2623,N828JB,AIRBUS,A320-232,200
2624,N828MH,BOEING,767-432ER,300
2625,N828UA,AIRBUS INDUSTRIE,A319-131,179
2626,N829AS,CANADAIR,CL-600-2B19,55
2627,N829AY,BOMBARDIER INC,CL-600-2B19,55
2628,N829MH,BOEING,767-432ER,300
2629,N829UA,AIRBUS INDUSTRIE,A319-131,179
2630,N8301J,BOEING,737-8H4,140
2631,N8302F,BOEING,737-8H4,140
2632,N8303R,BOEING,737-8H4,140
2633,N8305E,BOEING,737-8H4,140
2634,N8306H,BOEING,737-8H4,140
2635,N8307K,BOEING,737-8H4,140
2636,N8308K,BOEING,737-8H4,140
2637,N8309C,BOEING,737-8H4,140
2638,N830AS,CANADAIR,CL-600-2B19,55
2639,N830AW,AIRBUS INDUSTRIE,A319-132,179
2640,N830AY,BOMBARDIER INC,CL-600-2B19,55
2641,N830UA,AIRBUS INDUSTRIE,A319-131,179
2642,N8310C,BOEING,737-8H4,140
2643,N8311Q,BOEING,737-8H4,140
2644,N8312C,BOEING,737-8H4,140
2645,N8313F,BOEING,737-8H4,140
2646,N8314L,BOEING,737-8H4,140
2647,N8315C,BOEING,737-8H4,140
2648,N8316H,BOEING,737-8H4,140
2649,N8317M,BOEING,737-8H4,140
2650,N8318F,BOEING,737-8H4,140
2651,N8319F,BOEING,737-8H4,140
2652,N831AW,AIRBUS INDUSTRIE,A319-132,179
2653,N831AY,BOMBARDIER INC,CL-600-2B19,55
2654,N831MH,BOEING,767-432ER,300
2655,N831UA,AIRBUS INDUSTRIE,A319-131,179
2656,N8320J,BOEING,737-8H4,140
2657,N8321D,BOEING,737-8H4,140
2658,N8322X,BOEING,737-8H4,140
2659,N8323C,BOEING,737-8H4,140
2660,N8324A,BOEING,737-8H4,140
2661,N8325D,BOEING,737-8H4,140
2662,N8326F,BOEING,737-8H4,140
2663,N8327A,BOEING,737-8H4,140
2664,N8328A,BOEING,737-8H4,140
2665,N8329B,BOEING,737-8H4,140
2666,N832AS,CANADAIR,CL-600-2B19,55
2667,N832AY,BOMBARDIER INC,CL-600-2B19,55
2668,N832UA,AIRBUS INDUSTRIE,A319-131,179
2669,N833AS,BOMBARDIER INC,CL-600-2B19,55
2670,N833AY,BOMBARDIER INC,CL-600-2B19,55
2671,N833UA,AIRBUS INDUSTRIE,A319-131,179
2672,N834AS,BOMBARDIER INC,CL-600-2B19,55
2673,N834AW,AIRBUS,A319-132,179
2674,N834AY,BOMBARDIER INC,CL-600-2B19,55
2675,N834JB,AIRBUS,A320-232,200
2676,N834MH,BOEING,767-432ER,300
2677,N834UA,AIRBUS INDUSTRIE,A319-131,179
2678,N835AS,BOMBARDIER INC,CL-600-2B19,55
2679,N835AW,AIRBUS,A319-132,179
2680,N835AY,BOMBARDIER INC,CL-600-2B19,55
2681,N835MH,BOEING,767-432ER,300
2682,N835UA,AIRBUS INDUSTRIE,A319-131,179
2683,N835VA,AIRBUS,A320-214,182
2684,N836AS,BOMBARDIER INC,CL-600-2B19,55
2685,N836AW,AIRBUS,A319-132,179
2686,N836AY,BOMBARDIER INC,CL-600-2B19,55
2687,N836UA,AIRBUS INDUSTRIE,A319-131,179
2688,N836VA,AIRBUS,A320-214,182
2689,N837AW,AIRBUS,A319-132,179
2690,N837MH,BOEING,767-432ER,300
2691,N837UA,AIRBUS INDUSTRIE,A319-131,179
2692,N837VA,AIRBUS,A320-214,182
2693,N838AW,AIRBUS,A319-132,179
2694,N838MH,BOEING,767-432ER,300
2695,N838UA,AIRBUS INDUSTRIE,A319-131,179
2696,N838VA,AIRBUS,A320-214,182
2697,N8390A,BOMBARDIER INC,CL-600-2B19,55
2698,N839AY,BOMBARDIER INC,CL-600-2B19,55
2699,N839MH,BOEING,767-432ER,300
2700,N839UA,AIRBUS INDUSTRIE,A319-131,179
2701,N839VA,AIRBUS,A320-214,182
2702,N8409N,BOMBARDIER INC,CL-600-2B19,55
2703,N840AS,BOMBARDIER INC,CL-600-2B19,55
2704,N840AY,BOMBARDIER INC,CL-600-2B19,55
2705,N840MH,BOEING,767-432ER,300
2706,N840MQ,CANADAIR LTD,CF-5D,2
2707,N840UA,AIRBUS INDUSTRIE,A319-131,179
2708,N840VA,AIRBUS,A320-214,182
2709,N8412F,BOMBARDIER INC,CL-600-2B19,55
2710,N8416B,BOMBARDIER INC,CL-600-2B19,55
2711,N841AY,BOMBARDIER INC,CL-600-2B19,55
2712,N841MH,BOEING,767-432ER,300
2713,N841UA,AIRBUS INDUSTRIE,A319-131,179
2714,N841VA,AIRBUS,A320-214,182
2715,N8423C,BOMBARDIER INC,CL-600-2B19,55
2716,N842MH,BOEING,767-432ER,300
2717,N842UA,AIRBUS INDUSTRIE,A319-131,179
2718,N842VA,AIRBUS,A320-214,182
2719,N8432A,BOMBARDIER INC,CL-600-2B19,55
2720,N843MH,BOEING,767-432ER,300
2721,N843UA,AIRBUS INDUSTRIE,A319-131,179
2722,N843VA,AIRBUS,A320-214,182
2723,N8444F,BOMBARDIER INC,CL-600-2B19,55
2724,N844MH,BOEING,767-432ER,300
2725,N844UA,AIRBUS INDUSTRIE,A319-131,179
2726,N844VA,AIRBUS,A320-214,182
2727,N8458A,BOMBARDIER INC,CL-600-2B19,55
2728,N845MH,BOEING,767-432ER,300
2729,N845UA,AIRBUS INDUSTRIE,A319-131,179
2730,N845VA,AIRBUS,A320-214,182
2731,N846AS,BOMBARDIER INC,CL-600-2B19,55
2732,N846UA,AIRBUS INDUSTRIE,A319-131,179
2733,N846VA,AIRBUS,A320-214,182
2734,N8475B,BOMBARDIER INC,CL-600-2B19,55
2735,N8477R,BOMBARDIER INC,CL-600-2B19,55
2736,N847UA,AIRBUS INDUSTRIE,A319-131,179
2737,N847VA,AIRBUS,A320-214,182
2738,N8488D,BOMBARDIER INC,CL-600-2B19,55
2739,N848AS,BOMBARDIER INC,CL-600-2B19,55
2740,N848UA,AIRBUS INDUSTRIE,A319-131,179
2741,N848VA,AIRBUS,A320-214,182
2742,N8492C,BOMBARDIER INC,CL-600-2B19,55
2743,N8495B,BOMBARDIER INC,CL-600-2B19,55
2744,N849UA,AIRBUS INDUSTRIE,A319-131,179
2745,N849VA,AIRBUS,A320-214,182
2746,N8501F,BOMBARDIER INC,CL-600-2B19,55
2747,N8505Q,BOMBARDIER INC,CL-600-2B19,55
2748,N8506C,BOMBARDIER INC,CL-600-2B19,55
2749,N850UA,AIRBUS INDUSTRIE,A319-131,179
2750,N8515F,BOMBARDIER INC,CL-600-2B19,55
2751,N8516C,BOMBARDIER INC,CL-600-2B19,55
2752,N851NW,AIRBUS INDUSTRIE,A330-223,379
2753,N851UA,AIRBUS,A319-131,179
2754,N851VA,AIRBUS,A320-214,182
2755,N8525B,BOMBARDIER INC,CL-600-2B19,55
2756,N852UA,AIRBUS,A319-131,179
2757,N852VA,AIRBUS,A320-214,182
2758,N8532G,BOMBARDIER INC,CL-600-2B19,55
2759,N8533D,BOMBARDIER INC,CL-600-2B19,55
2760,N853UA,AIRBUS,A319-131,179
2761,N853VA,AIRBUS,A320-214,182
2762,N8541D,BOMBARDIER INC,CL-600-2B19,55
2763,N8543F,BOMBARDIER INC,CL-600-2B19,55
2764,N854NW,AIRBUS,A330-223,379
2765,N854UA,AIRBUS,A319-131,179
2766,N854VA,AIRBUS,A320-214,182
2767,N8554A,BOMBARDIER INC,CL-600-2B19,55
2768,N855UA,AIRBUS,A319-131,179
2769,N855VA,AIRBUS,A320-214,182
2770,N8560F,BOMBARDIER INC,CL-600-2B19,55
2771,N856NW,AIRBUS,A330-223,379
2772,N8577D,BOMBARDIER INC,CL-600-2B19,55
2773,N8580A,BOMBARDIER INC,CL-600-2B19,55
2774,N8587E,BOMBARDIER INC,CL-600-2B19,55
2775,N8588D,BOMBARDIER INC,CL-600-2B19,55
2776,N858AS,BOMBARDIER INC,CL-600-2B19,55
2777,N8598B,BOMBARDIER INC,CL-600-2B19,55
2778,N859AS,BOMBARDIER INC,CL-600-2B19,55
2779,N8600F,BOEING,737-8H4,140
2780,N8601C,BOEING,737-8H4,140
2781,N8602F,BOEING,737-8H4,140
2782,N8603F,BOEING,737-8H4,140
2783,N8604C,BOMBARDIER INC,CL-600-2B19,55
2784,N8604K,BOEING,737-8H4,140
2785,N8605E,BOEING,737-8H4,140
2786,N8606C,BOEING,737-8H4,140
2787,N8607M,BOEING,737-8H4,140
2788,N8608N,BOEING,737-8H4,140
2789,N8609A,BOEING,737-8H4,140
2790,N8610A,BOEING,737-8H4,140
2791,N8611A,BOMBARDIER INC,CL-600-2B19,55
2792,N8611F,BOEING,737-8H4,140
2793,N8612K,BOEING,737-8H4,140
2794,N8613K,BOEING,737-8H4,140
2795,N8614M,BOEING,737-8H4,140
2796,N8615E,BOEING,737-8H4,140
2797,N8616C,BOEING,737-8H4,140
2798,N8617E,BOEING,737-8H4,140
2799,N8618N,BOEING,737-8H4,140
2800,N8619F,BOEING,737-8H4,140
2801,N8620H,BOEING,737-8H4,140
2802,N8621A,BOEING,737-8H4,140
2803,N8623A,BOMBARDIER INC,CL-600-2B19,55
2804,N862DA,BOEING,777-232,400
2805,N8631E,BOMBARDIER INC,CL-600-2B19,55
2806,N863DA,BOEING,777-232,400
2807,N8646A,BOMBARDIER INC,CL-600-2B19,55
2808,N8659B,BOMBARDIER INC,CL-600-2B19,55
2809,N865DA,BOEING,777-232,400
2810,N8665A,BOMBARDIER INC,CL-600-2B19,55
2811,N8672A,BOMBARDIER INC,CL-600-2B19,55
2812,N8673D,BOMBARDIER INC,CL-600-2B19,55
2813,N8674A,BOMBARDIER INC,CL-600-2B19,55
2814,N8683B,BOMBARDIER INC,CL-600-2B19,55
2815,N8688C,BOMBARDIER INC,CL-600-2B19,55
2816,N8694A,BOMBARDIER INC,CL-600-2B19,55
2817,N8696C,BOMBARDIER INC,CL-600-2B19,55
2818,N8698A,BOMBARDIER INC,CL-600-2B19,55
2819,N8709A,BOMBARDIER INC,CL-600-2B19,55
2820,N870AS,BOMBARDIER INC,CL-600-2B19,55
2821,N8710A,BOMBARDIER INC,CL-600-2B19,55
2822,N8718E,BOMBARDIER INC,CL-600-2B19,55
2823,N871AS,BOMBARDIER INC,CL-600-2B19,55
2824,N8721B,BOMBARDIER INC,CL-600-2B19,55
2825,N8733G,BOMBARDIER INC,CL-600-2B19,55
2826,N8736A,BOMBARDIER INC,CL-600-2B19,55
2827,N8745B,BOMBARDIER INC,CL-600-2B19,55
2828,N8747B,BOMBARDIER INC,CL-600-2B19,55
2829,N87507,BOEING,737-824,149
2830,N87512,BOEING,737-824,149
2831,N87513,BOEING,737-824,149
2832,N8751D,BOMBARDIER INC,CL-600-2B19,55
2833,N87527,BOEING,737-824,149
2834,N87531,BOEING,737-824,149
2835,N8758D,BOMBARDIER INC,CL-600-2B19,55
2836,N8771A,BOMBARDIER INC,CL-600-2B19,55
2837,N8775A,BOMBARDIER INC,CL-600-2B19,55
2838,N877AS,BOMBARDIER INC,CL-600-2B19,55
2839,N8783E,BOMBARDIER INC,CL-600-2B19,55
2840,N8790A,BOMBARDIER INC,CL-600-2B19,55
2841,N8794B,BOMBARDIER INC,CL-600-2B19,55
2842,N8797A,BOMBARDIER INC,CL-600-2B19,55
2843,N8800G,BOMBARDIER INC,CL-600-2B19,55
2844,N8808H,BOMBARDIER INC,CL-600-2B19,55
2845,N881AS,BOMBARDIER INC,CL-600-2B19,55
2846,N8828D,BOMBARDIER INC,CL-600-2B19,55
2847,N8836A,BOMBARDIER INC,CL-600-2B19,55
2848,N8837B,BOMBARDIER INC,CL-600-2B19,55
2849,N8839E,BOMBARDIER INC,CL-600-2B19,55
2850,N8847A,BOMBARDIER INC,CL-600-2B19,55
2851,N8855A,BOMBARDIER INC,CL-600-2B19,55
2852,N8869B,BOMBARDIER INC,CL-600-2B19,55
2853,N8877A,BOMBARDIER INC,CL-600-2B19,55
2854,N8883E,BOMBARDIER INC,CL-600-2B19,55
2855,N8884E,BOMBARDIER INC,CL-600-2B19,55
2856,N8886A,BOMBARDIER INC,CL-600-2B19,55
2857,N8888D,BOMBARDIER INC,CL-600-2B19,55
2858,N8891A,BOMBARDIER INC,CL-600-2B19,55
2859,N8894A,BOMBARDIER INC,CL-600-2B19,55
2860,N8896A,BOMBARDIER INC,CL-600-2B19,55
2861,N8903A,BOMBARDIER INC,CL-600-2B19,55
2862,N8905F,BOMBARDIER INC,CL-600-2B19,55
2863,N8907A,BOMBARDIER INC,CL-600-2B19,55
2864,N8908D,BOMBARDIER INC,CL-600-2B19,55
2865,N8913A,BOMBARDIER INC,CL-600-2B19,55
2866,N8914A,BOMBARDIER INC,CL-600-2B19,55
2867,N8918B,BOMBARDIER INC,CL-600-2B19,55
2868,N891AT,BOEING,717-200,100
2869,N8921B,BOMBARDIER INC,CL-600-2B19,55
2870,N8923A,BOMBARDIER INC,CL-600-2B19,55
2871,N8924B,BOMBARDIER INC,CL-600-2B19,55
2872,N8928A,BOMBARDIER INC,CL-600-2B19,55
2873,N892AT,BOEING,717-200,100
2874,N8930E,BOMBARDIER INC,CL-600-2B19,55
2875,N8932C,BOMBARDIER INC,CL-600-2B19,55
2876,N8933B,BOMBARDIER INC,CL-600-2B19,55
2877,N8936A,BOMBARDIER INC,CL-600-2B19,55
2878,N8938A,BOMBARDIER INC,CL-600-2B19,55
2879,N893AT,BOEING,717-200,100
2880,N8940E,BOMBARDIER INC,CL-600-2B19,55
2881,N8942A,BOMBARDIER INC,CL-600-2B19,55
2882,N8943A,BOMBARDIER INC,CL-600-2B19,55
2883,N8944B,BOMBARDIER INC,CL-600-2B19,55
2884,N8946A,BOMBARDIER INC,CL-600-2B19,55
2885,N8948B,BOMBARDIER INC,CL-600-2B19,55
2886,N894AT,BOEING,717-200,100
2887,N895AT,BOEING,717-200,100
2888,N8960A,BOMBARDIER INC,CL-600-2B19,55
2889,N8964E,BOMBARDIER INC,CL-600-2B19,55
2890,N8965E,BOMBARDIER INC,CL-600-2B19,55
2891,N8968E,BOMBARDIER INC,CL-600-2B19,55
2892,N8969A,BOMBARDIER INC,CL-600-2B19,55
2893,N896AT,BOEING,717-200,100
2894,N8970D,BOMBARDIER INC,CL-600-2B19,55
2895,N8971A,BOMBARDIER INC,CL-600-2B19,55
2896,N8972E,BOMBARDIER INC,CL-600-2B19,55
2897,N8974C,BOMBARDIER INC,CL-600-2B19,55
2898,N8976E,BOMBARDIER INC,CL-600-2B19,55
2899,N8977A,BOMBARDIER INC,CL-600-2B19,55
2900,N8980A,BOMBARDIER INC,CL-600-2B19,55
2901,N8982A,BOMBARDIER INC,CL-600-2B19,55
2902,N8986B,BOMBARDIER INC,CL-600-2B19,55
2903,N899AT,BOEING,717-200,100
2904,N900DE,MCDONNELL DOUGLAS CORPORATION,MD-88,142
2905,N900EV,BOMBARDIER INC,CL-600-2B19,55
2906,N900PC,BOEING,757-26D,178
2907,N900WN,BOEING,737-7H4,140
2908,N901DE,MCDONNELL DOUGLAS CORPORATION,MD-88,142
2909,N901WN,BOEING,737-7H4,140
2910,N901XJ,BOMBARDIER INC,CL-600-2D24,95
2911,N902DA,MCDONNELL DOUGLAS,MD-90-30,142
2912,N902DE,MCDONNELL DOUGLAS CORPORATION,MD-88,142
2913,N902FJ,BOMBARDIER INC,CL-600-2D24,95
2914,N902WN,BOEING,737-7H4,140
2915,N902XJ,BOMBARDIER INC,CL-600-2D24,95
2916,N903DA,MCDONNELL DOUGLAS,MD-90-30,142
2917,N903DE,MCDONNELL DOUGLAS CORPORATION,MD-88,142
2918,N903FJ,BOMBARDIER INC,CL-600-2D24,95
2919,N903JB,AIRBUS,A321-231,379
2920,N903WN,BOEING,737-7H4,140
2921,N903XJ,BOMBARDIER INC,CL-600-2D24,95
2922,N904DA,MCDONNELL DOUGLAS,MD-90-30,142
2923,N904DE,MCDONNELL DOUGLAS CORPORATION,MD-88,142
2924,N904DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
2925,N904FJ,BOMBARDIER INC,CL-600-2D24,95
2926,N904WN,BOEING,737-7H4,140
2927,N904XJ,BOMBARDIER INC,CL-600-2D24,95
2928,N905DA,MCDONNELL DOUGLAS,MD-90-30,142
2929,N905DE,MCDONNELL DOUGLAS CORPORATION,MD-88,142
2930,N905DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
2931,N905FJ,AVIONS MARCEL DASSAULT,MYSTERE FALCON 900,12
2932,N905WN,BOEING,737-7H4,140
2933,N905XJ,BOMBARDIER INC,CL-600-2D24,95
2934,N906AT,BOEING,717-200,100
2935,N906DA,MCDONNELL DOUGLAS,MD-90-30,142
2936,N906DE,MCDONNELL DOUGLAS CORPORATION,MD-88,142
2937,N906DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
2938,N906FJ,BOMBARDIER INC,CL-600-2D24,95
2939,N906WN,BOEING,737-7H4,140
2940,N906XJ,BOMBARDIER INC,CL-600-2D24,95
2941,N907DA,MCDONNELL DOUGLAS,MD-90-30,142
2942,N907DE,MCDONNELL DOUGLAS CORPORATION,MD-88,142
2943,N907DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
2944,N907FJ,BOMBARDIER INC,CL-600-2D24,95
2945,N907JB,AIRBUS INDUSTRIE,A321-231,379
2946,N907WN,BOEING,737-7H4,140
2947,N907XJ,BOMBARDIER INC,CL-600-2D24,95
2948,N908DE,MCDONNELL DOUGLAS CORPORATION,MD-88,142
2949,N908DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
2950,N908FJ,BOMBARDIER INC,CL-600-2D24,95
2951,N908WN,BOEING,737-7H4,140
2952,N908XJ,BOMBARDIER INC,CL-600-2D24,95
2953,N909DE,MCDONNELL DOUGLAS CORPORATION,MD-88,142
2954,N909DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
2955,N909EV,BOMBARDIER INC,CL-600-2B19,55
2956,N909FJ,BOMBARDIER INC,CL-600-2D24,95
2957,N909WN,BOEING,737-7H4,140
2958,N909XJ,BOMBARDIER INC,CL-600-2D24,95
2959,N910AT,BOEING,717-200,100
2960,N910DE,MCDONNELL DOUGLAS CORPORATION,MD-88,142
2961,N910DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
2962,N910DN,MCDONNELL DOUGLAS,MD-90-30,142
2963,N910FJ,BOMBARDIER INC,CL-600-2D24,95
2964,N910FR,AIRBUS,A319-112,100
2965,N910WN,BOEING,737-7H4,140
2966,N910XJ,BOMBARDIER INC,CL-600-2D24,95
2967,N911DA,MCDONNELL DOUGLAS,MD-90-30,142
2968,N911DE,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
2969,N911DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
2970,N911FJ,BOMBARDIER INC,CL-600-2D24,95
2971,N912DE,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
2972,N912DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
2973,N912DN,MCDONNELL DOUGLAS,MD-90-30,142
2974,N912FJ,BOMBARDIER INC,CL-600-2D24,95
2975,N912WN,BOEING,737-7H4,140
2976,N912XJ,BOMBARDIER INC,CL-600-2D24,95
2977,N913DE,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
2978,N913DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
2979,N913DN,MCDONNELL DOUGLAS,MD-90-30,142
2980,N913EV,BOMBARDIER INC,CL-600-2B19,55
2981,N913FJ,BOMBARDIER INC,CL-600-2D24,95
2982,N913JB,AIRBUS,A321-231,379
2983,N913WN,BOEING,737-7H4,140
2984,N913XJ,BOMBARDIER INC,CL-600-2D24,95
